Location,Country,Disease,Species,HealthMap Alert ID,Headline,URL,Issue Date,Alert Tag,SC,SD,CC,CD,RO,Feed Name,Lon,Lat
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3293300,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 10 April, 2015",http://reliefweb.int/node/934831,4/12/15 0:00,Breaking,454,160,,,,ReliefWeb,-11.66667,8.66667
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3293300,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 10 April, 2015",http://reliefweb.int/node/934831,4/12/15 0:00,Breaking,314,114,,,,ReliefWeb,-11.666667,8
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3293300,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 10 April, 2015",http://reliefweb.int/node/934831,4/12/15 0:00,Breaking,5,5,,,,ReliefWeb,-12.5,7.5
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3293300,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 10 April, 2015",http://reliefweb.int/node/934831,4/12/15 0:00,Breaking,209,78,,,,ReliefWeb,-12.5,8
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3293300,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 10 April, 2015",http://reliefweb.int/node/934831,4/12/15 0:00,Breaking,31,16,,,,ReliefWeb,-11.5,7.33333
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3293300,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 10 April, 2015",http://reliefweb.int/node/934831,4/12/15 0:00,Breaking,2236,778,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3293300,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 10 April, 2015",http://reliefweb.int/node/934831,4/12/15 0:00,Breaking,1164,526,,,,ReliefWeb,-13.035694,8.311498
Sierra Leone,Sierra Leone,Ebola,Humans,3293301,"Ebola Outbreak Updates - April 10, 2015",http://reliefweb.int/node/934826,4/12/15 0:00,Breaking,,,,,,ReliefWeb,-11.79192,8.56028
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3293301,"Ebola Outbreak Updates - April 10, 2015",http://reliefweb.int/node/934826,4/12/15 0:00,Breaking,565,,,,,ReliefWeb,-10.56667,8.28333
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3293301,"Ebola Outbreak Updates - April 10, 2015",http://reliefweb.int/node/934826,4/12/15 0:00,Breaking,503,,,,,ReliefWeb,-11.1875,7.87667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3293301,"Ebola Outbreak Updates - April 10, 2015",http://reliefweb.int/node/934826,4/12/15 0:00,Breaking,253,,,,,ReliefWeb,-11,8.75
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3293301,"Ebola Outbreak Updates - April 10, 2015",http://reliefweb.int/node/934826,4/12/15 0:00,Breaking,1049,,,,,ReliefWeb,-12.25,9.33333
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3293301,"Ebola Outbreak Updates - April 10, 2015",http://reliefweb.int/node/934826,4/12/15 0:00,Breaking,209,,,,,ReliefWeb,-12.91667,9.11667
"Koinadugu, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3293301,"Ebola Outbreak Updates - April 10, 2015",http://reliefweb.int/node/934826,4/12/15 0:00,Breaking,108,,,,,ReliefWeb,-11.36667,9.53333
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3293301,"Ebola Outbreak Updates - April 10, 2015",http://reliefweb.int/node/934826,4/12/15 0:00,Breaking,1444,,,,,ReliefWeb,-12.78333,8.76667
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3293301,"Ebola Outbreak Updates - April 10, 2015",http://reliefweb.int/node/934826,4/12/15 0:00,Breaking,454,,,,,ReliefWeb,-11.66667,8.66667
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3293301,"Ebola Outbreak Updates - April 10, 2015",http://reliefweb.int/node/934826,4/12/15 0:00,Breaking,314,,,,,ReliefWeb,-11.666667,8
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3293301,"Ebola Outbreak Updates - April 10, 2015",http://reliefweb.int/node/934826,4/12/15 0:00,Breaking,5,,,,,ReliefWeb,-12.5,7.5
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3293301,"Ebola Outbreak Updates - April 10, 2015",http://reliefweb.int/node/934826,4/12/15 0:00,Breaking,209,,,,,ReliefWeb,-12.5,8
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3293301,"Ebola Outbreak Updates - April 10, 2015",http://reliefweb.int/node/934826,4/12/15 0:00,Breaking,31,,,,,ReliefWeb,-11.5,7.33333
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3293301,"Ebola Outbreak Updates - April 10, 2015",http://reliefweb.int/node/934826,4/12/15 0:00,Breaking,2238,,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3293301,"Ebola Outbreak Updates - April 10, 2015",http://reliefweb.int/node/934826,4/12/15 0:00,Breaking,1162,,,,,ReliefWeb,-13.035694,8.311498
Sierra Leone,Sierra Leone,Ebola,Humans,3289969,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 09 April, 2015",http://reliefweb.int/node/933531,4/10/15 0:00,Breaking,12170,3842,,,,ReliefWeb,-11.79192,8.56028
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289969,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 09 April, 2015",http://reliefweb.int/node/933531,4/10/15 0:00,Breaking,565,228,,,,ReliefWeb,-10.56667,8.28333
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289969,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 09 April, 2015",http://reliefweb.int/node/933531,4/10/15 0:00,Breaking,503,265,,,,ReliefWeb,-11.1875,7.87667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289969,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 09 April, 2015",http://reliefweb.int/node/933531,4/10/15 0:00,Breaking,254,186,,,,ReliefWeb,-11,8.75
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289969,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 09 April, 2015",http://reliefweb.int/node/933531,4/10/15 0:00,Breaking,1049,388,,,,ReliefWeb,-12.25,9.33333
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289969,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 09 April, 2015",http://reliefweb.int/node/933531,4/10/15 0:00,Breaking,210,122,,,,ReliefWeb,-12.91667,9.11667
"Koinadugu, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289969,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 09 April, 2015",http://reliefweb.int/node/933531,4/10/15 0:00,Breaking,108,56,,,,ReliefWeb,-11.36667,9.53333
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289969,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 09 April, 2015",http://reliefweb.int/node/933531,4/10/15 0:00,Breaking,1443,560,,,,ReliefWeb,-12.78333,8.76667
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289969,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 09 April, 2015",http://reliefweb.int/node/933531,4/10/15 0:00,Breaking,454,160,,,,ReliefWeb,-11.66667,8.66667
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289969,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 09 April, 2015",http://reliefweb.int/node/933531,4/10/15 0:00,Breaking,314,114,,,,ReliefWeb,-11.666667,8
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289969,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 09 April, 2015",http://reliefweb.int/node/933531,4/10/15 0:00,Breaking,5,5,,,,ReliefWeb,-12.5,7.5
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289969,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 09 April, 2015",http://reliefweb.int/node/933531,4/10/15 0:00,Breaking,209,78,,,,ReliefWeb,-12.5,8
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289969,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 09 April, 2015",http://reliefweb.int/node/933531,4/10/15 0:00,Breaking,31,16,,,,ReliefWeb,-11.5,7.33333
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3289969,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 09 April, 2015",http://reliefweb.int/node/933531,4/10/15 0:00,Breaking,2236,774,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3289969,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 09 April, 2015",http://reliefweb.int/node/933531,4/10/15 0:00,Breaking,1164,523,,,,ReliefWeb,-13.035694,8.311498
Sierra Leone,Sierra Leone,Ebola,Humans,3289971,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 08 April, 2015",http://reliefweb.int/node/933521,4/10/15 0:00,Breaking,12155,3841,,,,ReliefWeb,-11.79192,8.56028
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289971,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 08 April, 2015",http://reliefweb.int/node/933521,4/10/15 0:00,Breaking,565,228,,,,ReliefWeb,-10.56667,8.28333
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289971,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 08 April, 2015",http://reliefweb.int/node/933521,4/10/15 0:00,Breaking,503,265,,,,ReliefWeb,-11.1875,7.87667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289971,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 08 April, 2015",http://reliefweb.int/node/933521,4/10/15 0:00,Breaking,254,186,,,,ReliefWeb,-11,8.75
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289971,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 08 April, 2015",http://reliefweb.int/node/933521,4/10/15 0:00,Breaking,1049,388,,,,ReliefWeb,-12.25,9.33333
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289971,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 08 April, 2015",http://reliefweb.int/node/933521,4/10/15 0:00,Breaking,209,121,,,,ReliefWeb,-12.91667,9.11667
"Koinadugu, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289971,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 08 April, 2015",http://reliefweb.int/node/933521,4/10/15 0:00,Breaking,108,56,,,,ReliefWeb,-11.36667,9.53333
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289971,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 08 April, 2015",http://reliefweb.int/node/933521,4/10/15 0:00,Breaking,1443,560,,,,ReliefWeb,-12.78333,8.76667
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289971,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 08 April, 2015",http://reliefweb.int/node/933521,4/10/15 0:00,Breaking,454,160,,,,ReliefWeb,-11.66667,8.66667
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289971,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 08 April, 2015",http://reliefweb.int/node/933521,4/10/15 0:00,Breaking,314,114,,,,ReliefWeb,-11.666667,8
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289971,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 08 April, 2015",http://reliefweb.int/node/933521,4/10/15 0:00,Breaking,5,5,,,,ReliefWeb,-12.5,7.5
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289971,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 08 April, 2015",http://reliefweb.int/node/933521,4/10/15 0:00,Breaking,209,78,,,,ReliefWeb,-12.5,8
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289971,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 08 April, 2015",http://reliefweb.int/node/933521,4/10/15 0:00,Breaking,31,16,,,,ReliefWeb,-11.5,7.33333
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3289971,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 08 April, 2015",http://reliefweb.int/node/933521,4/10/15 0:00,Breaking,2236,774,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3289971,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 08 April, 2015",http://reliefweb.int/node/933521,4/10/15 0:00,Breaking,1164,523,,,,ReliefWeb,-13.035694,8.311498
Sierra Leone,Sierra Leone,Ebola,Humans,3289967,"Ebola Outbreak Updates - April 9, 2015",http://reliefweb.int/node/933546,4/10/15 0:00,Breaking,,,,,,ReliefWeb,-11.79192,8.56028
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289967,"Ebola Outbreak Updates - April 9, 2015",http://reliefweb.int/node/933546,4/10/15 0:00,Breaking,565,,,,,ReliefWeb,-10.56667,8.28333
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289967,"Ebola Outbreak Updates - April 9, 2015",http://reliefweb.int/node/933546,4/10/15 0:00,Breaking,503,,,,,ReliefWeb,-11.1875,7.87667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289967,"Ebola Outbreak Updates - April 9, 2015",http://reliefweb.int/node/933546,4/10/15 0:00,Breaking,253,,,,,ReliefWeb,-11,8.75
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289967,"Ebola Outbreak Updates - April 9, 2015",http://reliefweb.int/node/933546,4/10/15 0:00,Breaking,1049,,,,,ReliefWeb,-12.25,9.33333
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289967,"Ebola Outbreak Updates - April 9, 2015",http://reliefweb.int/node/933546,4/10/15 0:00,Breaking,209,,,,,ReliefWeb,-12.91667,9.11667
"Koinadugu, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289967,"Ebola Outbreak Updates - April 9, 2015",http://reliefweb.int/node/933546,4/10/15 0:00,Breaking,108,,,,,ReliefWeb,-11.36667,9.53333
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289967,"Ebola Outbreak Updates - April 9, 2015",http://reliefweb.int/node/933546,4/10/15 0:00,Breaking,1443,,,,,ReliefWeb,-12.78333,8.76667
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289967,"Ebola Outbreak Updates - April 9, 2015",http://reliefweb.int/node/933546,4/10/15 0:00,Breaking,454,,,,,ReliefWeb,-11.66667,8.66667
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289967,"Ebola Outbreak Updates - April 9, 2015",http://reliefweb.int/node/933546,4/10/15 0:00,Breaking,314,,,,,ReliefWeb,-11.666667,8
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289967,"Ebola Outbreak Updates - April 9, 2015",http://reliefweb.int/node/933546,4/10/15 0:00,Breaking,5,,,,,ReliefWeb,-12.5,7.5
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289967,"Ebola Outbreak Updates - April 9, 2015",http://reliefweb.int/node/933546,4/10/15 0:00,Breaking,209,,,,,ReliefWeb,-12.5,8
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3289967,"Ebola Outbreak Updates - April 9, 2015",http://reliefweb.int/node/933546,4/10/15 0:00,Breaking,31,,,,,ReliefWeb,-11.5,7.33333
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3289967,"Ebola Outbreak Updates - April 9, 2015",http://reliefweb.int/node/933546,4/10/15 0:00,Breaking,2238,,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3289967,"Ebola Outbreak Updates - April 9, 2015",http://reliefweb.int/node/933546,4/10/15 0:00,Breaking,1162,,,,,ReliefWeb,-13.035694,8.311498
Guinea,Guinea,Ebola,Humans,3284861,Ebola Situation Report - 8 April 2015,http://reliefweb.int/node/929826,4/8/15 0:00,Breaking,3515,2333,,,,ReliefWeb,-10.94177,10.43821
Liberia,Liberia,Ebola,Humans,3284861,Ebola Situation Report - 8 April 2015,http://reliefweb.int/node/929826,4/8/15 0:00,Breaking,9862,4408,,,,ReliefWeb,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,3284861,Ebola Situation Report - 8 April 2015,http://reliefweb.int/node/929826,4/8/15 0:00,Breaking,12138,3831,,,,ReliefWeb,-11.79192,8.56028
"Coyah Prefecture, Kindia Region, Guinea",Guinea,Ebola,Humans,3284861,Ebola Situation Report - 8 April 2015,http://reliefweb.int/node/929826,4/8/15 0:00,Breaking,,,,,,ReliefWeb,-13.37694,9.70556
"Dubreka Prefecture, Kindia, Guinea",Guinea,Ebola,Humans,3284861,Ebola Situation Report - 8 April 2015,http://reliefweb.int/node/929826,4/8/15 0:00,Breaking,,,,,,ReliefWeb,-13.41667,10.25
"Forecariah, Kindia, Guinea",Guinea,Ebola,Humans,3284861,Ebola Situation Report - 8 April 2015,http://reliefweb.int/node/929826,4/8/15 0:00,Breaking,,,,,,ReliefWeb,-13.08806,9.43056
"Fria Prefecture, BokÃ© Region, Guinea",Guinea,Ebola,Humans,3284861,Ebola Situation Report - 8 April 2015,http://reliefweb.int/node/929826,4/8/15 0:00,Breaking,,,,,,ReliefWeb,-13.53333,10.45
"Kindia Region, Guinea",Guinea,Ebola,Humans,3284861,Ebola Situation Report - 8 April 2015,http://reliefweb.int/node/929826,4/8/15 0:00,Breaking,,,,,,ReliefWeb,-12.86667,10.05
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3284861,Ebola Situation Report - 8 April 2015,http://reliefweb.int/node/929826,4/8/15 0:00,Breaking,,,,,,ReliefWeb,-12.91667,9.11667
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3284861,Ebola Situation Report - 8 April 2015,http://reliefweb.int/node/929826,4/8/15 0:00,Breaking,,,,,,ReliefWeb,-12.78333,8.76667
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3284861,Ebola Situation Report - 8 April 2015,http://reliefweb.int/node/929826,4/8/15 0:00,Breaking,,,,,,ReliefWeb,-13.035694,8.311498
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3284861,Ebola Situation Report - 8 April 2015,http://reliefweb.int/node/929826,4/8/15 0:00,Breaking,,,,,,ReliefWeb,-13.26617,8.45358
"Freetown, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3284861,Ebola Situation Report - 8 April 2015,http://reliefweb.int/node/929826,4/8/15 0:00,Breaking,,,,,,ReliefWeb,-13.22994,8.484
Sierra Leone,Sierra Leone,Ebola,Humans,3283920,Sierra Leone MoH Ebola Virus Disease Situation Report â€“ 07 April 2015,http://reliefweb.int/node/928941,4/7/15 23:00,Breaking,12149,3838,,,,ReliefWeb,-11.79192,8.56028
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3283920,Sierra Leone MoH Ebola Virus Disease Situation Report â€“ 07 April 2015,http://reliefweb.int/node/928941,4/7/15 23:00,Breaking,,,,,,ReliefWeb,-12.91667,9.11667
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3283920,Sierra Leone MoH Ebola Virus Disease Situation Report â€“ 07 April 2015,http://reliefweb.int/node/928941,4/7/15 23:00,Breaking,,,,,,ReliefWeb,-13.26617,8.45358
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3283920,Sierra Leone MoH Ebola Virus Disease Situation Report â€“ 07 April 2015,http://reliefweb.int/node/928941,4/7/15 23:00,Breaking,,,,,1,ReliefWeb,-10.56667,8.28333
Sierra Leone,Sierra Leone,Ebola,Humans,3283919,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 06 April, 2015",http://reliefweb.int/node/928946,4/8/15 0:00,Breaking,12139,3832,,,,ReliefWeb,-11.79192,8.56028
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3283919,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 06 April, 2015",http://reliefweb.int/node/928946,4/8/15 0:00,Breaking,566,229,,,,ReliefWeb,-10.56667,8.28333
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3283919,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 06 April, 2015",http://reliefweb.int/node/928946,4/8/15 0:00,Breaking,503,265,,,,ReliefWeb,-11.1875,7.87667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3283919,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 06 April, 2015",http://reliefweb.int/node/928946,4/8/15 0:00,Breaking,254,186,,,,ReliefWeb,-11,8.75
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3283919,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 06 April, 2015",http://reliefweb.int/node/928946,4/8/15 0:00,Breaking,1049,388,,,,ReliefWeb,-12.25,9.33333
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3283919,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 06 April, 2015",http://reliefweb.int/node/928946,4/8/15 0:00,Breaking,208,120,,,,ReliefWeb,-12.91667,9.11667
"Koinadugu, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3283919,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 06 April, 2015",http://reliefweb.int/node/928946,4/8/15 0:00,Breaking,108,56,,,,ReliefWeb,-11.36667,9.53333
